industry,name,max_change,min_change,start,end,amount,turn,change,up_count,down_count
专用机械,银都股份,1.3,-1.43,14.32,14.32,24552.69892944039,1.4614007299270073,1.64,228,183
机床制造,华辰装备,8.26,-2.61,32.7,33.4,79511.91784615385,7.690038461538462,1.63,68,62
专用机械,众合科技,0.66,-0.8300000000000001,9.45,9.5,80508.03649635037,2.447297810218978,1.63,209,202
IT设备,雷柏科技,1.37,-1.61,16.0,16.21,71889.16345498784,2.141315085158151,1.63,209,202
元器件,航天彩虹,1.33,-1.56,15.46,15.61,134264.18223844282,1.7218600973236011,1.63,218,193
出版业,新华文轩,1.4,-1.59,16.5,15.94,61198.91335766423,1.9177048661800487,1.63,224,187
机械基件,中核科技,1.47,-1.42,16.85,16.79,86508.52481751825,1.725580291970803,1.62,221,190
广告包装,劲嘉股份,1.42,-1.11,16.0,16.44,275905.46058394166,1.8893659367396596,1.61,209,202
中成药,神奇制药,0.95,-1.04,10.01,10.43,53984.788540145986,1.4395688564476887,1.61,209,202
全国地产,华联控股,0.4,-0.59,8.09,8.1,55283.21253041362,0.7962029197080291,1.61,226,185
铜,电工合金,1.44,-1.44,17.37,16.65,59611.31094890511,8.275833090024332,1.6,220,191
电气设备,华明装备,0.58,-0.56,6.31,6.36,68475.54250608273,1.81234501216545,1.6,221,190
汽车配件,金杯汽车,0.53,-0.46,5.99,6.34,42583.52768856447,0.9011963503649635,1.6,220,191
软件服务,信雅达,1.16,-1.21,13.58,13.06,135111.22749391728,3.1723379562043794,1.59,215,196
其他建材,伟星新材,1.33,-1.69,21.27,21.38,104144.50827250608,0.5366362530413625,1.59,202,209
软件服务,卫士通,3.0,-2.8200000000000003,34.81,34.71,327404.10291970806,1.5527982968369831,1.59,206,205
软件服务,科大国创,2.06,-2.12,27.0,26.05,109707.2075609756,3.7595656097560983,1.59,228,182
特种钢,久立特材,0.84,-0.9,10.0,9.98,100524.81046228709,1.5350532846715328,1.59,222,189
专用机械,*ST融捷,3.08,-2.99,33.91,33.91,128762.75297560975,2.515703658536586,1.58,193,217
汽车整车,江铃汽车,1.87,-3.1,32.17,32.0,71326.07445255475,0.8741026763990268,1.58,204,207
元器件,兆日科技,1.19,-1.24,13.78,13.04,192339.14476885644,5.741864476885645,1.58,221,190
种植业,新赛股份,0.61,-0.67,6.74,6.74,66990.73661800487,2.992054257907543,1.58,239,172
种植业,众兴菌业,0.8300000000000001,-0.72,9.46,9.62,53618.16197080292,2.628592457420925,1.58,221,190
元器件,安居宝,0.98,-1.07,11.5,10.74,57445.869708029204,3.2521654501216544,1.57,237,174
文教休闲,珠江钢琴,0.68,-0.9,9.16,9.0,13990.847542579075,0.14228442822384427,1.57,222,189
建筑工程,龙元建设,0.64,-0.94,9.73,9.73,101409.44890510949,0.9604024330900243,1.57,229,182
火力发电,富春环保,0.47,-0.65,8.85,8.88,84615.74379562045,1.5129676399026764,1.56,217,194
电气设备,鸣志电器,1.23,-1.4,15.3,15.25,39849.989635036494,1.685338686131387,1.56,213,198
环境保护,中原环保,0.76,-0.63,9.16,8.33,47911.51170316302,1.193369099756691,1.56,217,194
软件服务,东方电子,0.66,-0.71,7.62,7.51,113151.68464720195,2.1380430656934304,1.55,218,193
港口,青岛港,2.03,-0.9,11.08,11.07,229212.74372434017,5.631675073313783,1.55,173,168
陶瓷,松发股份,1.93,-2.12,22.99,22.0,24829.668832116786,1.17270900243309,1.55,208,203
银行,杭州银行,0.8,-0.71,9.72,9.69,184165.1102189781,0.8262282238442823,1.55,223,188
全国地产,中交地产,1.13,-1.12,13.64,13.18,42452.54722627736,0.9937861313868613,1.55,222,189
元器件,旭光电子,0.63,-0.6900000000000001,6.97,6.88,48892.024089775565,1.6314231920199505,1.54,224,177
综合类,ST罗顿,0.29,-0.30000000000000004,5.99,6.01,21320.293717444718,1.3096850122850126,1.54,231,176
化工原料,乐凯新材,2.75,-2.87,30.87,30.3,55098.61880778589,2.111035766423358,1.53,206,205
化工原料,雅化集团,0.98,-1.01,11.87,11.7,235382.37688564477,3.477714841849149,1.53,210,201
元器件,拓邦股份,0.61,-0.6900000000000001,7.15,7.13,133979.08296836982,2.90806301703163,1.53,220,191
电器仪表,智云股份,1.5,-1.6,16.6,16.83,107737.89379562042,4.56274501216545,1.52,204,207
电信运营,国脉科技,1.04,-1.16,12.0,11.81,229655.23260340636,2.4660515815085158,1.52,207,204
生物制药,常山药业,0.78,-0.78,9.08,9.07,80373.48566909975,2.0486805352798054,1.51,214,197
出版业,读者传媒,0.81,-0.76,8.74,8.87,63734.21128953772,1.983484184914842,1.51,225,186
食品,华资实业,0.87,-0.9,9.55,9.55,92114.34897810219,3.065853284671533,1.51,209,202
纺织机械,三联虹普,2.64,-2.86,29.0,29.05,99606.12627737226,3.1674620437956205,1.51,212,199
半导体,聚灿光电,1.72,-1.77,18.95,18.91,106834.24817518248,8.554609732360097,1.51,212,199
影视音像,新文化,0.77,-0.85,8.5,8.48,153148.11880778588,4.061958394160584,1.5,223,188
超市连锁,华联综超,0.46,-0.43,5.06,5.15,40356.73204379562,1.432201703163017,1.5,229,182
矿物制品,英洛华,0.85,-0.8300000000000001,9.39,9.7,257287.448053528,3.9866017031630174,1.5,213,198
路桥,宁沪高速,0.62,-0.81,11.55,11.59,57820.264720194646,0.1492197080291971,1.5,212,199
互联网,浙数文化,0.95,-1.22,12.0,12.16,126443.2715328467,1.007567396593674,1.5,209,202
路桥,深高速,0.66,-0.73,12.02,12.04,42397.96768856447,0.3010844282238443,1.5,212,199
家居用品,浙江永强,0.51,-0.58,6.18,6.11,103373.63656934306,1.3835328467153287,1.49,229,182
运输设备,广日股份,0.71,-0.84,9.68,9.68,60938.29082725061,0.9617338199513382,1.49,215,196
中成药,羚锐制药,0.76,-0.95,10.89,10.9,74426.71104622871,1.46558199513382,1.49,211,200
家用电器,海尔智家,1.36,-1.57,20.05,20.0,614530.8442822384,0.6073214111922142,1.48,211,200
出版业,华闻集团,0.46,-0.46,5.49,5.47,194038.76593673966,2.7046985401459858,1.48,221,190
建筑工程,浦东建设,0.78,-0.84,9.39,8.9,103782.31875609755,1.5208453658536585,1.48,226,184
船舶,亚星锚链,0.73,-0.78,8.42,8.39,140615.89216545015,2.3684980535279805,1.48,219,192
通信设备,辉煌科技,0.74,-0.8300000000000001,9.56,9.48,104019.24605839417,4.299385644768856,1.47,224,187
电气设备,中国西电,0.67,-0.54,7.89,7.52,176713.70603406325,0.655201703163017,1.47,215,196
种植业,苏垦农发,1.02,-0.8200000000000001,11.32,11.21,205795.97566909975,5.870215328467153,1.47,218,193
元器件,京东方A,0.4,-0.47,5.68,5.83,3096759.0413625306,2.27285498783455,1.47,207,204
通信设备,华脉科技,2.45,-2.59,28.0,26.98,100167.37554744525,5.8783686131386865,1.47,213,198
批发业,众业达,0.84,-0.88,9.9,9.8,57680.61243309003,1.794819708029197,1.47,222,189
文教休闲,信隆健康,0.73,-0.8,8.3,8.44,44919.754914841855,2.215621411192214,1.46,228,183
家居用品,瑞尔特,1.25,-1.29,14.77,13.91,26472.442481751823,2.1877885644768855,1.46,224,187
化工原料,西陇科学,0.85,-0.95,9.8,9.49,196556.98856447687,7.68835596107056,1.46,209,202
电气设备,东方电气,1.43,-1.39,15.6,15.69,222151.66545012165,1.0506119221411192,1.46,214,197
汽车配件,威帝股份,0.63,-0.6900000000000001,6.66,6.9,43749.581581508515,1.8612411192214111,1.45,217,194
专用机械,杭叉集团,0.94,-1.34,15.49,15.4,32668.26688564477,1.0866525547445256,1.45,223,188
软件服务,天玑科技,1.09,-1.24,12.4,12.69,68427.19221411193,2.3696260340632604,1.45,217,194
家居用品,奥普家居,6.69,-2.34,25.53,24.09,82899.20574257425,11.541042574257427,1.45,43,58
水运,中远海能,0.66,-0.75,9.68,9.26,174437.89608801957,0.9824591687041564,1.45,206,203
仓储物流,新宁物流,1.56,-1.53,18.4,17.68,45666.58782926829,1.5416829268292684,1.45,194,216
其他商业,飞亚达,1.27,-1.39,13.07,13.93,63200.70630170317,1.852719708029197,1.44,214,197
证券,国海证券,0.56,-0.64,6.38,6.46,591539.6432098765,2.6292758024691354,1.44,208,197
多元金融,香溢融通,0.7000000000000001,-0.76,8.0,7.84,69071.8591484185,2.4718058394160582,1.44,217,194
专用机械,金明精机,0.7000000000000001,-0.73,8.19,7.7,48101.83362530414,2.802587104622871,1.44,228,183
电气设备,百利电气,0.63,-0.59,7.2,6.89,40282.85192214112,0.8529440389294403,1.43,209,202
乳制品,贝因美,0.59,-0.67,8.29,8.17,90544.29963414634,1.4693492682926828,1.43,220,190
百货,首商股份,0.76,-0.59,9.12,8.36,23269.47143552312,0.5504087591240876,1.42,224,187
影视音像,电广传媒,0.93,-0.89,10.45,10.7,288561.66472019465,3.0389936739659373,1.41,219,192
证券,兴业证券,0.72,-0.81,8.0,8.07,422078.24160583946,0.9858114355231143,1.41,206,205
通信设备,数码科技,0.77,-0.77,8.69,8.42,290304.393187348,4.010076155717762,1.41,218,193
机械基件,潍柴重机,0.79,-0.85,10.21,10.19,17231.48299270073,1.554078102189781,1.41,237,174
软件服务,正元智慧,4.55,-4.66,50.29,50.01,81121.04131386863,5.29287396593674,1.41,221,190
钢加工,泰嘉股份,1.47,-1.62,17.4,17.46,37377.165279805355,3.0533810218978106,1.41,219,192
元器件,超华科技,0.64,-0.7000000000000001,6.73,7.0,205642.55206812653,5.194591484184915,1.4,219,192
电气设备,合康新能,0.52,-0.5700000000000001,5.8,5.72,103969.3123600973,2.8791844282238443,1.4,224,187
服饰,美尔雅,1.2,-1.32,13.62,13.87,103173.11540145986,3.8125844282238446,1.4,204,207
农药化肥,东方铁塔,0.72,-0.79,8.3,8.42,78938.69766423358,1.2654805352798053,1.39,211,200
建筑工程,*ST雅博,0.19,-0.2,4.26,4.06,21875.857627906975,2.2789736434108527,1.39,73,56
百货,益民集团,0.43,-0.37,4.7,4.7,23992.594463840396,0.6172995012468828,1.38,218,183
旅游景点,九华旅游,2.05,-2.19,26.73,26.6,16907.090973236012,0.6900961070559611,1.38,216,195
玻璃,三星新材,1.59,-2.2,24.18,24.22,18724.54399026764,2.483309489051095,1.38,220,191
化工原料,强力新材,2.21,-2.47,36.9,35.2,331601.39416058396,7.150509732360097,1.37,213,198
塑料,安利股份,0.84,-0.93,9.28,9.28,20693.018345498782,1.2518272506082724,1.37,235,176
水力发电,韶能股份,0.6900000000000001,-0.71,8.23,7.66,63020.22637469586,1.028377615571776,1.37,224,187
电器仪表,精准信息,1.08,-1.1,11.7,11.83,157469.21673965937,5.304348418491484,1.36,215,196
建筑工程,宁波建工,0.56,-0.61,6.16,6.22,127698.69603406326,2.802274209245742,1.36,225,186
通信设备,四川九洲,0.62,-0.64,7.55,7.41,73012.0299756691,1.2327554744525548,1.36,224,187
电气设备,华瑞股份,1.01,-1.06,12.25,11.14,36979.459197080294,4.183207542579076,1.36,223,188
化学制药,天药股份,0.49,-0.56,5.9,5.98,30703.65593673966,0.6688839416058395,1.36,239,172
通信设备,汇源通信,1.49,-1.64,17.66,16.38,145180.47374695863,6.430387347931874,1.36,217,194
黄金,中金黄金,0.9,-0.77,10.72,10.45,403250.2165,1.3284372500000001,1.35,202,198
化工原料,洪汇新材,1.99,-2.13,25.38,25.24,14801.460510948904,1.483414111922141,1.35,214,197
铁路,京沪高铁,1.89,-0.7000000000000001,7.79,7.78,1214542.93,6.720591,1.35,41,59
广告包装,紫江企业,0.5,-0.55,5.7,5.49,114540.22231143553,1.767133090024331,1.35,233,178
电器仪表,天瑞仪器,0.68,-0.65,7.5,7.47,60000.4986097561,3.5885670731707315,1.34,221,189
化学制药,振东制药,0.61,-0.7000000000000001,6.9,7.03,106156.00549878347,2.068125060827251,1.34,208,203
玻璃,凯盛科技,0.66,-0.72,7.35,7.21,107928.72216545013,2.5523542579075422,1.33,212,199
装修装饰,豪尔赛,10.41,-4.07,45.35,41.23,85217.85382165606,7.013582165605095,1.33,83,74
化纤,泰和新材,1.23,-1.01,14.04,14.22,79696.933,1.1377685,1.32,212,188
日用化工,广州浪奇,0.62,-0.72,7.8,8.08,61030.10676399027,1.5868126520681265,1.32,217,194
区域地产,云南城投,0.37,-0.46,5.08,5.07,93074.83773170732,1.6568148780487806,1.32,217,193
专用机械,大连重工,0.49,-0.53,5.58,5.42,95569.45238442822,1.16840900243309,1.32,231,180
家用电器,华帝股份,1.4,-1.2,15.99,15.99,186818.501216545,2.0844737226277377,1.31,198,213
广告包装,宝钢包装,0.41,-0.51,5.7,5.7,22389.766758104735,0.5626448877805487,1.31,229,172
食品,梅花生物,0.38,-0.52,5.83,5.9,102561.62433090023,0.7162369829683698,1.31,231,180
水力发电,川投能源,0.38,-0.72,10.18,10.17,82654.17664233575,0.20515571776155722,1.3,220,191
农业综合,西部牧业,0.79,-0.8,9.0,8.72,55444.942219451375,3.7783807980049873,1.3,215,186
通信设备,麦达数字,0.91,-0.85,10.3,10.0,141581.09708029198,5.187694647201947,1.3,225,186
银行,常熟银行,0.7000000000000001,-0.87,9.3,9.16,233939.26812652065,1.9030182481751825,1.3,213,198
电器仪表,中航电测,1.13,-1.09,13.51,13.7,98434.80218978101,1.57389902676399,1.29,221,190
化学制药,京新药业,1.27,-1.32,13.95,13.97,144808.0725060827,2.2179598540145986,1.29,208,203
化工原料,三泰控股,0.44,-0.58,5.46,5.77,97933.17469586374,2.075918491484185,1.29,218,193
水泥,青松建化,0.51,-0.56,5.61,5.64,146530.25815085156,2.5577309002433095,1.29,219,192
汽车配件,鹏翎股份,0.8200000000000001,-0.8300000000000001,9.43,9.64,60895.125536585365,3.463375365853659,1.28,221,189
百货,南宁百货,0.96,-1.11,10.4,11.08,134112.7295620438,3.638126520681265,1.28,219,192
化工原料,澄星股份,0.62,-0.58,7.18,7.22,130327.79812967582,3.83036783042394,1.28,219,182
塑料,佛塑科技,0.62,-0.66,6.55,6.79,126827.09537712896,2.7142396593673968,1.28,223,188
出版业,中国出版,0.78,-0.8300000000000001,8.1,8.53,87449.5492214112,3.5047019464720193,1.27,231,180
元器件,鸿利智汇,0.85,-0.72,10.0,10.16,35593.625985401464,0.8078369829683699,1.26,212,199
通信设备,宜通世纪,0.72,-0.79,8.1,7.92,272233.4912408759,6.69241897810219,1.26,220,191
IT设备,英飞拓,0.55,-0.59,6.17,6.04,76506.6858190709,1.6423474327628362,1.25,211,198
汽车配件,风神股份,0.6000000000000001,-0.6000000000000001,6.45,6.62,41145.107664233576,1.39306399026764,1.25,218,193
专用机械,雪人股份,1.25,-1.62,16.1,16.22,297009.03557177616,6.067628710462287,1.25,215,196
电气设备,尚纬股份,0.96,-1.17,12.3,11.73,55226.992871046226,1.297008272506083,1.25,217,194
服饰,ST步森,1.21,-1.3,14.0,13.95,26805.34019559902,1.688813202933985,1.25,196,213
化学制药,海南海药,0.86,-0.91,9.65,9.67,172274.0327628362,1.9819797066014673,1.25,219,190
多元金融,五矿资本,1.02,-1.04,11.6,11.47,118598.88880778589,1.8788552311435525,1.25,213,198
铝,丽岛新材,1.1,-1.44,14.97,15.56,44192.8294890511,4.912411435523114,1.24,232,179
工程机械,ST国重装,2.83,-0.31,6.0,6.15,240156.01374999998,8.4381375,1.24,2,6
通信设备,烽火电子,0.81,-0.73,8.87,8.87,65262.556934306565,1.5592924574209246,1.24,220,191
农用机械,星光农机,1.51,-1.49,16.58,16.85,42143.84973170732,1.1745202439024391,1.24,211,199
家居用品,倍加洁,3.16,-3.73,39.6,40.4,44722.73158150852,6.754660583941606,1.23,214,197
专用机械,科森科技,1.18,-1.34,14.88,15.37,68739.76588807785,3.467527737226277,1.23,203,208
纺织,罗莱生活,0.72,-0.9,12.84,12.9,36002.41097323601,0.5049530413625304,1.23,229,182
汽车整车,中通客车,0.97,-0.93,11.2,10.63,132836.080243309,2.977326763990268,1.23,210,201
化学制药,莱美药业,0.8,-0.8200000000000001,8.64,8.8,111683.88313868613,3.0635705596107057,1.23,219,192
机械基件,法兰泰克,1.32,-1.37,15.98,14.57,31731.515474452553,2.807606812652068,1.23,227,184
专用机械,华宏科技,1.14,-1.17,12.55,12.55,80405.4448,2.22930175,1.23,197,203
出版业,时代出版,0.76,-0.79,11.5,11.42,23001.3195863747,0.5233321167883211,1.23,219,192
其他商业,中农立华,1.87,-2.06,20.69,21.15,55135.24785888077,4.16807201946472,1.22,229,182
通信设备,华平股份,0.59,-0.64,6.25,6.49,91348.73610705594,4.027652798053528,1.22,211,200
水务,武汉控股,0.94,-0.99,10.17,10.3,60911.939829683695,1.08299099756691,1.22,227,184
石油贸易,龙宇燃油,0.96,-0.97,10.84,10.59,69232.1795863747,1.9531464720194647,1.22,213,198
航空,航天科技,1.36,-1.32,15.9,15.79,158825.93703703705,2.2857686419753085,1.21,212,193
汽车配件,远东传动,0.54,-0.56,7.23,7.19,33029.11450121654,1.317724574209246,1.21,218,193
农业综合,罗牛山,1.03,-1.26,13.55,13.7,671384.0523114356,5.712763503649635,1.2,219,192
铝,焦作万方,0.5700000000000001,-0.59,6.37,6.3,69871.5836453202,1.1758817733990148,1.19,201,205
小金属,翔鹭钨业,2.09,-2.34,22.52,23.44,106246.7317761557,5.372582968369829,1.19,203,208
文教休闲,中路股份,1.76,-1.93,19.35,19.35,38328.41673965937,1.2673340632603405,1.19,203,208
专用机械,中船应急,1.54,-1.53,17.01,17.55,222581.58004866182,5.186823357664234,1.18,213,198
石油贸易,广聚能源,0.94,-1.16,12.01,12.43,14056.25316301703,0.26375790754257905,1.18,220,191
铅锌,兴业矿业,0.68,-0.72,7.33,7.51,162245.56423357665,2.04723600973236,1.18,220,191
中成药,方盛制药,1.37,-1.51,14.41,15.07,97869.81608272505,2.7606849148418497,1.18,206,205
专用机械,金海环境,1.52,-1.38,17.0,16.7,31418.33214111922,1.2123180048661801,1.18,210,201
环境保护,南方汇通,0.67,-0.85,9.54,9.45,25742.75571776156,0.8938014598540146,1.17,219,192
化纤,江南高纤,0.45,-0.51,5.21,5.06,119513.20992700731,3.1613440389294403,1.17,231,180
工程机械,冰轮环境,0.87,-1.05,10.7,10.62,88725.03248175183,1.7829094890510948,1.16,215,196
铝,万邦德,1.04,-1.22,13.2,13.15,41712.85496332518,1.7911973105134473,1.16,220,189
化工机械,蓝科高新,0.38,-0.4,8.16,8.26,10204.92038386308,0.4842088019559902,1.16,239,170
乳制品,天润乳业,1.38,-1.79,18.1,18.2,59248.35061728395,1.8229516049382715,1.15,206,199
种植业,农发种业,0.41,-0.45,4.67,4.77,164399.18688564477,4.494972506082725,1.15,225,186
软件服务,赛为智能,0.8300000000000001,-0.78,9.32,9.25,154592.3879562044,3.9732036496350362,1.15,210,201
汽车配件,日盈电子,1.65,-1.7000000000000002,18.97,18.13,23604.89987623762,3.2585903465346533,1.15,233,171
公路,城发环境,1.12,-1.11,13.0,12.31,54766.35588807786,1.1249294403892944,1.14,222,189
元器件,深纺织A,0.6900000000000001,-0.88,8.54,8.85,56612.95508515815,1.681992700729927,1.14,229,182
汽车配件,三角轮胎,0.75,-1.52,16.46,16.37,55427.92642335766,0.9612530413625305,1.13,228,183
食品,星湖科技,0.72,-0.79,8.4,7.9,80970.3092195122,2.2659829268292686,1.13,217,193
电气设备,四方股份,0.79,-0.87,8.8,8.7,41797.80669099756,0.8207007299270073,1.13,225,186
中成药,汉森制药,1.28,-1.3,21.29,20.99,48580.04338199513,1.0318958637469586,1.12,206,205
机械基件,长盛轴承,2.28,-2.6,28.0,28.0,59197.849026764,6.237804622871045,1.12,209,202
汽车配件,赛轮轮胎,0.30000000000000004,-0.47,5.1,5.11,100728.82287104624,1.2765535279805353,1.12,235,176
橡胶,川环科技,2.45,-2.44,27.5,27.3,49631.999854014604,3.5208948905109483,1.12,207,204
专用机械,佳士科技,0.6000000000000001,-0.86,9.36,9.35,34663.66690997567,0.9365729927007299,1.12,235,176
环境保护,国祯环保,0.97,-1.07,13.78,13.59,56134.906277372254,0.9895841849148419,1.12,216,195
专用机械,伊之密,0.95,-0.89,10.53,10.43,38098.31729927007,1.5450177615571776,1.12,217,194
证券,西南证券,0.56,-0.61,6.36,6.27,245782.93527980536,0.8870569343065693,1.11,215,196
运输设备,华铁股份,0.52,-0.5,6.1,6.14,65471.050661764704,1.0001357843137253,1.11,215,193
软件服务,任子行,1.02,-1.06,11.25,11.63,256876.18880778586,6.549447201946472,1.11,211,200
汽车配件,豪能股份,1.1,-1.15,19.43,19.45,25505.014087591244,2.1362793187347933,1.11,217,194
仓储物流,厦门象屿,0.35000000000000003,-0.4,6.49,6.47,68974.13260340634,0.649072506082725,1.11,227,184
火力发电,长源电力,0.56,-0.45,6.3,6.34,79499.78795511222,1.5562301745635911,1.1,211,190
电气设备,三变科技,0.85,-0.92,9.3,9.3,56560.7827680798,3.9856628428927676,1.09,213,188
船舶,江龙船艇,1.35,-1.48,16.15,16.2,78634.47834549876,9.174532846715328,1.09,218,193
水力发电,三峡水利,0.87,-1.05,10.96,10.52,64580.47649122808,0.779642105263158,1.08,208,191
软件服务,易联众,1.22,-1.26,14.72,14.44,136879.74695863746,3.519374209245742,1.07,215,196
电气设备,摩恩电气,1.41,-1.46,16.35,16.39,227710.7830900243,4.920445012165451,1.07,209,202
建筑工程,祥龙电业,0.59,-0.7000000000000001,6.98,6.99,20793.243596009976,1.028193765586035,1.07,216,185
专用机械,厚普股份,1.6800000000000002,-1.71,18.54,18.46,186150.6197080292,6.570974452554745,1.07,209,202
水力发电,华能水电,0.23,-0.23,4.96,4.85,132673.75498783455,0.5576720194647202,1.06,216,195
电气设备,ST电能,0.37,-0.39,8.22,8.16,43392.70078239609,1.0199540342298288,1.06,220,189
汽车配件,奥特佳,0.56,-0.54,6.4,6.15,265312.8803163017,2.4781296836982967,1.06,210,201
电气设备,保变电气,0.74,-0.81,7.9,8.1,121288.6607785888,1.4428447688564476,1.05,213,198
区域地产,阳光城,0.66,-0.72,8.7,8.69,195006.36934306571,0.7287557177615571,1.05,203,208
区域地产,深振业A,0.53,-0.53,7.25,7.16,77644.01459854015,1.0371537712895376,1.04,215,196
广告包装,东风股份,1.43,-1.57,15.0,15.74,80243.23318734794,0.6782379562043794,1.04,208,203
机械基件,福鞍股份,1.6800000000000002,-1.7000000000000002,19.0,18.51,24094.171414634144,0.8827475609756098,1.04,217,193
装修装饰,维业股份,1.26,-1.33,14.58,13.88,27121.44683698297,3.210474695863747,1.04,230,181
通信设备,华星创业,0.71,-0.73,8.4,7.81,143031.9597080292,6.272968856447688,1.04,228,183
银行,紫金银行,1.38,-1.18,11.3,11.8,290214.53881019837,9.32901926345609,1.03,170,183
电气设备,积成电子,0.92,-0.7000000000000001,10.8,10.12,49492.94243309004,1.774956690997567,1.03,212,199
水力发电,闽东电力,0.95,-1.09,10.01,10.89,74732.98362530414,2.6217890510948907,1.03,212,199
纺织,华纺股份,0.74,-0.81,7.87,8.1,91857.35279805353,3.2942571776155716,1.03,216,195
专用机械,金盾股份,1.14,-1.24,13.39,13.01,80369.56875912409,5.430981508515815,1.03,218,193
广告包装,*ST界龙,0.5700000000000001,-0.63,6.59,6.57,53418.90163414634,1.6498026829268295,1.02,223,187
化工原料,宏昌电子,0.53,-0.58,5.98,5.8100000000000005,49734.659426433915,1.8345708229426432,1.02,220,181
软件服务,安硕信息,2.58,-2.43,29.9,28.4,60554.15788321168,2.5583469586374696,1.02,206,205
火力发电,东方能源,0.91,-0.86,10.2,10.0,132998.8482,2.0357475,1.02,213,187
机械基件,五洋停车,0.61,-0.72,8.05,8.16,110009.32321167884,3.6803732360097317,1.02,210,201
农业综合,冠农股份,0.67,-0.53,7.3,7.35,66316.0306082725,1.3590070559610703,1.02,230,181
汽车整车,长城汽车,0.96,-0.8300000000000001,11.0,10.55,158692.999270073,0.32356909975669096,1.02,206,205
软件服务,万达信息,2.01,-2.29,24.6,24.45,458910.57660098525,2.65390197044335,1.02,200,206
白酒,伊力特,1.95,-1.96,21.97,21.84,144993.01605839416,2.055410705596107,1.02,209,202
软件服务,浪潮软件,2.86,-3.15,33.5,31.46,327182.43649635033,4.422691727493918,1.01,213,198
化纤,华峰氨纶,0.59,-0.67,6.86,6.86,75075.13699999999,0.8953465,1.01,204,196
元器件,凤凰光学,1.3,-1.21,15.28,15.15,30256.495717761558,1.224552798053528,1.01,208,203
钢加工,安泰科技,0.88,-0.97,9.58,9.7,111338.4088321168,1.5878827250608272,1.0,215,196
综合类,广东甘化,1.08,-1.06,12.76,12.3,118514.45773722627,3.5081029197080293,0.99,204,207
文教休闲,星辉娱乐,0.63,-0.73,7.17,7.3,119319.85255474455,2.6430987834549877,0.99,213,198
专用机械,大丰实业,1.26,-1.6,19.53,19.8,91608.60063260341,7.713089537712894,0.99,211,200
软饮料,国投中鲁,1.05,-1.01,11.95,12.0,42189.582189781024,1.8502379562043794,0.99,219,192
服饰,柏堡龙,1.99,-2.54,26.84,26.9,148468.6485644769,4.475050851581508,0.99,201,210
纺织机械,睿能科技,2.28,-2.25,26.0,25.9,66829.54474452556,8.923726277372262,0.99,209,202
汽车配件,华阳集团,1.67,-1.83,19.5,18.35,52729.07759124088,2.1102238442822383,0.99,216,195
IT设备,御银股份,0.74,-0.78,7.95,8.17,209917.63228710464,5.131286374695864,0.98,213,198
批发业,深圳华强,1.43,-2.08,24.07,24.06,86918.308478803,0.5977730673316708,0.97,203,198
建筑工程,甘咨询,1.19,-1.4,13.88,13.96,29601.619292682928,1.5121792682926831,0.97,218,192
化工原料,三孚股份,2.94,-2.84,35.0,35.56,53029.96175182482,4.6666126520681255,0.97,204,207
广告包装,宣亚国际,2.53,-2.83,28.4,29.95,65910.2998296837,7.115217274939173,0.97,210,201
啤酒,兰州黄河,0.81,-0.77,9.0,9.19,18324.901557177614,1.3560527980535282,0.97,232,179
家居用品,威华股份,0.93,-1.24,12.58,12.43,102129.86078239609,2.321728850855746,0.97,213,196
生物制药,四环生物,0.73,-0.79,8.61,8.03,104086.47296836982,2.115471776155718,0.95,212,199
通信设备,奥维通信,0.84,-0.96,9.26,9.64,90637.34618004867,3.8633009732360097,0.95,204,207
文教休闲,上海凤凰,1.54,-1.77,17.14,17.71,42662.81206467662,1.4304238805970146,0.95,208,194
广告包装,华媒控股,0.63,-0.65,7.5,7.17,63519.50922141119,1.3846304136253043,0.95,221,190
通信设备,永鼎股份,0.51,-0.61,6.95,7.16,135275.34720194648,2.256356204379562,0.95,211,200
中成药,华神科技,0.56,-0.58,6.26,6.17,75481.58223844282,2.5697017031630174,0.95,225,186
影视音像,金逸影视,3.48,-3.74,38.28,38.24,116516.93311435523,10.318669343065693,0.95,219,192
家用电器,ST厦华,0.2,-0.19,4.16,4.14,10599.343146341462,0.6473156097560976,0.94,226,184
电气设备,九洲电气,0.6900000000000001,-0.76,7.77,7.63,53388.174136253045,3.553756690997567,0.94,216,195
通信设备,科信技术,1.66,-1.6800000000000002,18.24,18.24,85819.27751824819,7.324546715328468,0.94,217,194
半导体,海洋王,0.74,-0.72,8.49,8.09,28865.53217603912,1.3027127139364305,0.94,228,181
化学制药,莎普爱思,1.06,-1.16,11.19,11.61,37933.19540145985,1.5062931873479322,0.93,213,198
中成药,益盛药业,0.76,-0.75,8.32,8.47,23739.343041362525,1.4663184914841847,0.93,233,178
汽车配件,福达股份,0.71,-0.66,7.83,7.82,19589.451192214114,0.5248902676399027,0.93,224,187
软件服务,天源迪科,1.47,-1.53,17.85,17.77,143026.800973236,3.456816058394161,0.92,207,204
汽车配件,航天机电,0.52,-0.58,6.95,6.91,93709.58272506083,1.2972170316301703,0.91,222,189
化工原料,晨化股份,1.3,-1.18,16.41,16.33,20987.315377128958,3.0173182481751826,0.9,219,192
通信设备,金信诺,1.31,-1.29,15.34,14.88,120772.98163017032,2.8074871046228713,0.9,198,213
